OID_,Nimi,Namn,OLOTILA,TOIMENPIDE,PAIVITTAJA,PAIVITYSAJ,TYYPPI,NIMISTOLAJ,TALLENNUSA,LUOKKA,TALLENTAJA,GlobalID,x,y,Kunta
2289,Silkkisilta,Silkebron,1, , ,,muu,kevyen liik. sillat ja eritasot,,433, ,{7D1FD830-840A-4866-A2BA-1A55AD697635},391591.5541,6685196.301,Vantaa
2290,Sutarsinpolku,Sutarsstigen,1, , ,,muu,jalankulku,,433, ,{9040D0EB-760A-46DE-B6D2-0F33F5A99436},384717.9538,6684070.481,Vantaa
2291,Yviaksenoja,Yviasbäcken,1, ,tarja.itatalo@vantaa.fi,12/10/2020 0:00,vesistökohde,Vesistöön liityvät nimet,,433, ,{CEF1A939-678F-43C4-A7A1-D3D121BCA88F},393360.0227,6686617.957,Vantaa
2292,Korteranta,Fräkenstranden,1, ,ritva.myyrylainen@vantaa.fi,10/3/2019 0:00,katu,Katu,,433, ,{D0E8C956-5D07-40FA-B0ED-2850518A2891},390165.6562,6685324.79,Vantaa
2293,Holmakuja,Holmgränden,4, , ,,katu,Katu,,433, ,{3783FB84-872D-499B-943D-37A170338159},389515.9572,6686773.571,Vantaa
2294,Petaksenpolku,Petasstigen,1, , ,,muu,jalankulku,,433, ,{A6A6B5A5-B26F-4D5F-A003-CDCD6638FF03},380768.2242,6687142.952,Vantaa
2295,Pikkupolku,Lillstigen,1, ,ritva.myyrylainen@vantaa.fi,10/1/2019 0:00,muu,jalankulku,,433, ,{0AE15BDF-ADB3-4847-9716-B4D7FBC9B4AC},394767.9002,6682193.988,Vantaa
2296,Rauhalankaari,Rauhalabågen,1, ,ritva.myyrylainen@vantaa.fi,7/15/2019 0:00,katu,Katu,,433, ,{25A656B4-FFFD-4AA2-B5E2-E9778F9040EA},380815.6968,6689866.382,Vantaa
2297,Kavaljeerintie,Kavaljersvägen,1, ,ritva.myyrylainen@vantaa.fi,9/13/2019 0:00,katu,pihakatu,,433, ,{C97A93BA-E619-47F5-BF51-A703D88EAC20},387184.6483,6684318.973,Vantaa
2298,Lumikellonpolku,Snödroppsstigen,1, ,ritva.myyrylainen@vantaa.fi,12/4/2024 0:00,katu,Katu,,433, ,{5696D56A-ECE9-491B-954E-0EC27D46F63F},389652.0985,6688177.838,Vantaa
2299,Lusthuset,Lusthuset,1, , ,,rakennuskohde,"Asutusnimi(talo, torppa,...)",,433, ,{E27F0BEB-089B-4DC7-AD98-08C4D20F9200},395700.3716,6683613.402,Vantaa
2300,Kalleherneenpolku,Kalleärtsstigen,1, , ,,muu,jalankulku,,433, ,{29659AB1-6603-4F7B-8CD0-DDCE0C7E5D26},387424.5846,6683214.232,Vantaa
2301,Kaltevanpolku,Sluttandestigen,1, , ,,muu,ulkoilutie,,433, ,{D15FA6BD-73F8-4988-8C84-7D130942FB57},381947.2418,6682913.223,Vantaa
2302,Uusiraja,Nyrån,1, ,ritva.myyrylainen@vantaa.fi,7/18/2019 0:00,katu,Katu,,433, ,{B26246A6-67B7-4CD7-86CB-A071AC072823},391595.5442,6687832.436,Vantaa
2303,Riimikuja,Rimgränden,1, ,ritva.myyrylainen@vantaa.fi,6/2/2020 0:00,katu,Katu,,433, ,{4061F23F-E180-4640-8F75-07D851F88687},391304.7465,6690307.46,Vantaa
2304,Lumikvartsinpolku,Snökvartsstigen,1, , ,,muu,jalankulku,,433, ,{1C71E469-BDBF-4059-BD55-49DC8F389312},381604.3256,6689151.059,Vantaa
2305,Satakielenkuja,Näktergalsgränden,1, ,ritva.myyrylainen@vantaa.fi,7/17/2019 0:00,katu,Katu,,433, ,{D702BFE8-A309-4C8F-990F-1D65774C8467},394428.8225,6693617.821,Vantaa
2306,Nedre-Thors,Nedre-Thors,1, ,tarja.itatalo@vantaa.fi,12/10/2020 0:00,rakennuskohteet,"Asutusnimi(talo, torppa,...)",5/11/2006 0:00,433, ,{8AE69DEC-D851-43C3-9439-E7505C0C0192},383549.7937,6685547.22,Vantaa
2307,Närhitie,Nötskriksvägen,1, ,ritva.myyrylainen@vantaa.fi,9/30/2019 0:00,katu,Katu,,433, ,{F0666620-948D-4CBC-9C3D-8736F15E37C8},393001.4052,6693697.175,Vantaa
2308,Tuupakka,Stubbacka,1, ,tarja.itatalo@vantaa.fi,12/14/2020 0:00,muu,"Opastuksellinen alue (kaup.osa, osa-alue ym.)",,433, ,{27684937-BE46-4255-AC39-ED9E1C5A0329},383434.178,6686296.908,Vantaa
2309,Suksikuja,Skidgränden,1, ,ritva.myyrylainen@vantaa.fi,11/4/2019 0:00,katu,Katu,,433, ,{CD0AA2BD-40A2-49BE-AB04-8D28B854E863},394299.9198,6680416.398,Vantaa
2310,Sandbackanoja,Sandbackabäcken,1, , ,,vesistökohde,Vesistöön liityvät nimet,,433, ,{0FA97C2A-9413-421E-A282-4BCCA33DA555},386102.3823,6685327.78,Vantaa
2311,Vantaanjänne,Vandasträngen,1, ,tarja.itatalo@vantaa.fi,12/29/2020 0:00,katu,Katu,,433, ,{8E0002F2-9936-4ADA-B448-333208725202},380871.1676,6686673.705,Vantaa
2312,Kultarikontie,Gullbräcksvägen,1, ,ritva.myyrylainen@vantaa.fi,9/26/2019 0:00,katu,Katu,,433, ,{CD224C52-E6A4-4DBB-B109-7FDEA1D78D4F},391132.2658,6685779.419,Vantaa
2313,Hippiäisentie,Kungsfågelsvägen,1, ,ritva.myyrylainen@vantaa.fi,10/10/2019 0:00,katu,Katu,,433, ,{C7EB3208-DBE7-4E4D-87AF-468BBB97307E},393939.4466,6694246.477,Vantaa
2314,Kalliosolanpolku,Bergpasstigen,2, , ,,muu,jalankulku,,433, ,{D7BF6F28-1E9E-4C6C-A733-50B67AEB234E},384242.4361,6686332.405,Vantaa
2315,Bergsbron,Bergsbron,1, ,tarja.itatalo@vantaa.fi,12/11/2020 0:00,muu,kevyen liik. sillat ja eritasot,,433, ,{6B057EE4-76D2-4EEB-BAE5-2DDED0377DCB},380120.2378,6684840.064,Vantaa
2316,Laajaniitynkuja,Bredängsgränden,1, ,ritva.myyrylainen@vantaa.fi,11/19/2019 0:00,katu,Katu,,433, ,{1E527F6C-D6E2-402D-9D10-ADD6296A9CEE},381204.5579,6684454.177,Vantaa
2317,Heurekansilta,Heurekabron,1, , ,,muu,kevyen liik. sillat ja eritasot,,433, ,{477D980C-E51A-4751-B29A-CCF4DD5039CF},391760.0721,6685278.208,Vantaa
2318,Virinpolku,Viristigen,1, , ,,muu,jalankulku,,433, ,{6C8CD8C6-935B-4333-BF3A-B0209625976B},387438.3534,6687361.706,Vantaa
2319,Punatulkunkuja,Domherregränden,4, ,ritva.myyrylainen@vantaa.fi,6/3/2022 0:00,katu,Katu,,433, ,{1970AFF4-D4E3-4632-BECE-99E986E0BE23},394399.4533,6694041.893,Vantaa
2320,Hopeasepänkuja,Silversmedsgränden,1, ,ritva.myyrylainen@vantaa.fi,7/10/2019 0:00,katu,Katu,,433, ,{00DE5922-5F70-4868-AAE5-DD31A80D62F8},383927.2244,6685123.128,Vantaa
2321,Länsi-Keimolantie, ,4, , ,,katu,Katu,,433, ,{6938341E-F983-40DA-8412-405952ADD5E2},376910.5095,6690281.713,Vantaa
2322,Jahtitie,Jaktvägen,4, , ,,muu,ulkoilutie,,433, ,{29F6C97A-20D1-464C-A38A-CD5C06819988},384146.727,6688551.804,Vantaa
2323,Pelottomanpolku,Oräddersstigen,1, , ,,muu,jalankulku,,433, ,{34017A93-1E8F-4D01-9A78-8544946EABC3},392142.0035,6685009.572,Vantaa
2324,Nuppukuja,Knoppgränden,1, ,ritva.myyrylainen@vantaa.fi,3/9/2020 0:00,katu,Katu,,433, ,{60FA9C93-8DB1-45B3-9037-0A3B08CB0DFA},391911.7453,6687394.074,Vantaa
2325,Maissikuja,Majsgränden,1, ,ritva.myyrylainen@vantaa.fi,3/20/2020 0:00,katu,Katu,,433, ,{F2F8FF75-335C-4397-9923-F81B55D6FEFA},378493.15,6683543.764,Vantaa
2326,Vauhtikuja,Fartgränden,1, ,ritva.myyrylainen@vantaa.fi,9/23/2019 0:00,katu,Katu,,433, ,{6B6AFCFC-AC62-41C4-A356-4E376E5F5554},380311.7417,6688579.261,Vantaa
2327,Linnaistenkuja,Linnaisgränden,1, , ,,katu,Katu,,433, ,{59CED150-EE57-4CB7-B0B4-4FBE2684B4E4},376901.758,6682045.973,Vantaa
2328,Stenhuset,Stenhuset,1, , ,,rakennuskohde,"Asutusnimi(talo, torppa,...)",,433, ,{161DC9D6-5FC3-45B0-BAC8-6762E7217D69},395845.0829,6683536.999,Vantaa
2329,Rajakulmantie,Rajakulmantie,1, ,ritva.myyrylainen@vantaa.fi,3/24/2020 0:00,katu,Katu,,433, ,{CDED72E8-145D-4E0F-9EFE-E2D0B503825B},394585.2825,6693769.014,Vantaa
2330,Kappeli,Kapellet,1, ,tarja.itatalo@vantaa.fi,12/14/2020 0:00,muu,"Opastuksellinen alue (kaup.osa, osa-alue ym.)",,433, ,{E8E8CB55-0AC6-4005-AC82-CF6FED424E88},378509.5321,6693334.936,Vantaa
2331,Odilampi,Odilampi,1, ,tarja.itatalo@vantaa.fi,12/10/2020 0:00,vesistökohde,Vesistöön liityvät nimet,,433, ,{36B3B08D-0992-49E0-85E2-88AB237911DB},376796.3547,6687244.435,Vantaa
2332,Linnan siirtolapuutarha,Linna koloniträdgård,1, , ,,rakennettu luonnonkohde,"erityisal. (hautausmaat, puutarhat)",,433, ,{77343D5D-ABEE-4128-93CA-BB11D05D2FA5},381003.7377,6691377.795,Vantaa
2333,Mustakoski,Mustakoski,1, ,tarja.itatalo@vantaa.fi,12/10/2020 0:00,vesistökohde,Vesistöön liityvät nimet,,433, ,{3B6EFD3A-8C0E-4E3C-8DC1-C3CD7E627AB5},376123.2048,6691992.018,Vantaa
2334,Nuottakuja,Notgränden,1, ,ritva.myyrylainen@vantaa.fi,7/8/2019 0:00,katu,Katu,,433, ,{A7B8BCD7-1B42-4F35-80AE-C709E1DE78A6},396666.6924,6692194.303,Vantaa
2335,Skobbaksenrinne,Skobbasbrinken,1, , ,,katu,Katu,,433, ,{163BB0F2-AB1F-44E9-A286-2B538967D380},377178.8291,6684223.102,Vantaa
2336,Tapola,Tapola,1, ,tarja.itatalo@vantaa.fi,12/14/2020 0:00,muu,"Opastuksellinen alue (kaup.osa, osa-alue ym.)",,433, ,{76ED7C37-3D4A-41D4-898E-2E392C73C726},380327.0826,6691427.336,Vantaa
2337,Kuukusentie,Röksvampsvägen,1, ,ritva.myyrylainen@vantaa.fi,10/2/2019 0:00,katu,Katu,,433, ,{6BA89EB2-D64A-4A53-A056-9EFECD945353},385555.3038,6684692.605,Vantaa
2338,Mairenkuja,Mairegränden,1, ,ritva.myyrylainen@vantaa.fi,1/8/2020 0:00,katu,Katu,,433, ,{DC00704B-12D0-4C42-8E83-34666829B51D},394858.7041,6688713.19,Vantaa
2339,Lautamiehenpolku,Nämndemansstigen,1, ,ritva.myyrylainen@vantaa.fi,9/20/2019 0:00,muu,jalankulku,,433, ,{3499708F-999C-4B02-A341-46A5BACDB47F},386390.6432,6685044.875,Vantaa
2340,Myllymäensarka,Kvarnbackategen,1, , ,,rakennettu luonnonkohde,puisto,8/15/2017 0:00,433,ritva.myyrylainen,{90FAC634-59F3-44D0-82A6-B6327CEFA531},380651.1594,6685302.644,Vantaa
2341,Länsisalmenoja,Västersundombäcken,1, ,tarja.itatalo@vantaa.fi,12/10/2020 0:00,vesistökohde,Vesistöön liityvät nimet,,433, ,{8BD710C6-9D1A-4A84-A42C-759608893601},397369.7167,6681305.354,Vantaa
2342,Neulastie,Barrvägen,1, ,tarja.itatalo@vantaa.fi,12/22/2020 0:00,katu,Katu,,433, ,{24225545-B0D5-43CE-B690-80272EFEB516},398933.9365,6684585.23,Vantaa
2343,Kääpäpolku,Tickstigen,1, ,ritva.myyrylainen@vantaa.fi,9/26/2019 0:00,muu,jalankulku,,433, ,{6B47B639-6544-4638-B1C8-288B890FE507},384367.3813,6684788.673,Vantaa
2344,Isonsiilinkuja,Storigelkottsgränden,1, , ,,katu,Katu,,433, ,{09168B73-948A-42E6-9E3A-EB8D682338FA},394376.2248,6692090.213,Vantaa
2345,Marjakuja,Bärgränden,1, ,ritva.myyrylainen@vantaa.fi,1/18/2021 0:00,katu,Katu,,433, ,{08881CED-5596-4DDA-8270-E391023F121B},385107.3334,6684956.015,Vantaa
2346,Vantaan Vauhtikeskus,Vanda Fartcentrum,1, ,tarja.itatalo@vantaa.fi,12/11/2020 0:00,muu,muu alue (yl.käytössä oleva nimi) esim itäkesk,,433, ,{CB78052E-F45C-4F23-9DA6-30836C643089},385688.531,6690149.389,Vantaa
2347,Vapaalanreuna,Friherrsliden,1, ,ritva.myyrylainen@vantaa.fi,6/27/2019 0:00,katu,Katu,,433, ,{CE2D7B0F-C917-4EAF-8004-8BBB7FA5B66A},380222.4066,6682860.161,Vantaa
2348,Leineläntie,Lejlevägen,1, ,ritva.myyrylainen@vantaa.fi,7/10/2019 0:00,katu,Katu,,433, ,{3FA41598-0AA8-4547-A6D8-DB612C25628F},391719.6523,6689094.768,Vantaa
2349,Varpuspöllöntie,Sparvugglevägen,1, , ,,katu,Katu,,433, ,{1429EFE4-A0B8-475E-A9A4-ED8CA0445C26},392564.558,6693332.434,Vantaa
2350,Rubiinikehä,Rubinringen,1, ,ritva.myyrylainen@vantaa.fi,7/3/2019 0:00,katu,Katu,,433, ,{EEFECF93-4D87-446F-80EB-F405C1750E41},381555.1599,6689124.796,Vantaa
2351,Lipstikkapolku,Libersticksstigen,1, , ,,muu,jalankulku,,433, ,{6E885105-8397-4D7D-9948-A2D0961C67C5},392884.5946,6690497.153,Vantaa
2352,Keskikaari,Mellansvängen,1, ,ritva.myyrylainen@vantaa.fi,10/1/2019 0:00,katu,Katu,,433, ,{6D71AC09-D1ED-45EC-881F-B83D9077B658},392401.7,6684548.255,Vantaa
2353,Myllysilta,Kvarnbron,1, , ,,muu,kevyen liik. sillat ja eritasot,,433, ,{AC9C79CE-7F0D-4140-B64F-B1D3D9287B9A},394150.5456,6688509.355,Vantaa
2354,Viita-alhon oja,Vittalsbäcken,1, ,tarja.itatalo@vantaa.fi,12/10/2020 0:00,vesistökohde,Vesistöön liityvät nimet,,433, ,{F60C873C-35A9-46C5-AC33-CBB54880252E},380144.9853,6686183.629,Vantaa
2355,Akvamariinikuja,Akvamaringränden,1, ,ritva.myyrylainen@vantaa.fi,2/27/2023 0:00,katu,Katu,,433, ,{166ADB17-CFD8-4BBC-B5E2-5D46A60B1E64},381899.8387,6689176.296,Vantaa
2356,Hanaböle,Hanaböle,1, ,tarja.itatalo@vantaa.fi,12/14/2020 0:00,muu,"Opastuksellinen alue (kaup.osa, osa-alue ym.)",,433, ,{4051A451-D48A-4C25-B95D-583DA8E1EC49},393543.0199,6687803.643,Vantaa
2357,Vaskivuorenpolku,Kopparbergsstigen,1, , ,,muu,jalankulku,,433, ,{3089E466-D4F0-4474-9763-DB7A2BEA4798},382063.0946,6682577.634,Vantaa
2358,Suosaarenkaari,Suosaarisvängen,1, ,tarja.itatalo@vantaa.fi,12/28/2020 0:00,katu,Katu,,433, ,{26AEDE2B-6805-46A9-AAF8-1A909525DE22},381252.1679,6692775.619,Vantaa
2359,Karvalaukunkuja,Skäggriskagränden,1, ,ritva.myyrylainen@vantaa.fi,10/30/2019 0:00,katu,Katu,,433, ,{C9D75BEB-DC69-4240-96E2-74964CFC6DFF},385111.1557,6685132.42,Vantaa
2360,Kiurutie,Sånglärksvägen,1, ,ritva.myyrylainen@vantaa.fi,7/11/2019 0:00,katu,Katu,,433, ,{CDAAC7C5-D540-4E4D-9CE0-95F6A97A1F49},393227.9992,6693155.167,Vantaa
2361,Luhtimäki,Loftbacken,1, ,ritva.myyrylainen@vantaa.fi,9/11/2019 0:00,katu,Katu,,433, ,{CA65E82C-2985-4EF7-B1C7-052B3DEA66D9},379426.5166,6683241.037,Vantaa
2362,Mistelinmarja,Mistelbäret,1, ,ritva.myyrylainen@vantaa.fi,7/18/2019 0:00,muu,jalankulku,,433, ,{F0A309CE-FBEF-4B6D-9187-FCE4862719FA},389579.2256,6688265.049,Vantaa
2363,Pitkäkoski,Långforsen,1, ,tarja.itatalo@vantaa.fi,12/10/2020 0:00,vesistökohde,Vesistöön liityvät nimet,,433, ,{4A8447BE-3CCB-4D5C-8096-9B68786FE715},384253.1715,6683421.428,Vantaa
2364,Viiriäisenkuja,Vaktelgränden,1, ,ritva.myyrylainen@vantaa.fi,4/28/2022 0:00,katu,Katu,,433, ,{1119B3EA-352C-424E-9D37-268ECCF418D3},393617.6635,6694255.112,Vantaa
2365,Koivuvaaran yritysalue,Björkberga företagsområde,1, ,tarja.itatalo@vantaa.fi,12/14/2020 0:00,muu,"Opastuksellinen alue (kaup.osa, osa-alue ym.)",,433, ,{41B8DE56-E621-4582-94CF-8F7595979D93},379161.7984,6681930.435,Vantaa
2366,Tähkäpolku,Axstigen,4, , ,,katu,Katu,,433, ,{30D840A3-FFAF-49C9-B163-E8A75A1DC6E8},392938.5063,6686570.732,Vantaa
2367,Asolanpolku,Asolastigen,1, ,ritva.myyrylainen@vantaa.fi,10/28/2019 0:00,muu,jalankulku,,433, ,{E9881B43-A9B6-4F91-A604-6074B52872CE},392679.7744,6689233.664,Vantaa
2368,Terminaalitie,Terminalvägen,1, ,ritva.myyrylainen@vantaa.fi,10/25/2021 0:00,katu,Katu,,433, ,{E8C36A09-1006-4403-A3E5-5A70B9D5BEEB},387718.5227,6688394.003,Vantaa
2369,Kuusikko,Sexan,1, ,tarja.itatalo@vantaa.fi,12/14/2020 0:00,muu,"Opastuksellinen alue (kaup.osa, osa-alue ym.)",,433, ,{C803E7E7-72B8-420E-B34D-25D03EA9D16A},393337.2813,6684417.209,Vantaa
2370,Lähettiläänkuja,Sändebudsgränden,1, ,ritva.myyrylainen@vantaa.fi,9/20/2019 0:00,katu,pihakatu,,433, ,{A44D5C0F-2F41-4356-B1AD-B74E51750F11},387364.1398,6684817.461,Vantaa
2371,Pitkämäentie,Långbackavägen,1, ,tarja.itatalo@vantaa.fi,12/22/2020 0:00,katu,Katu,,433, ,{DB902B6B-D000-40A7-B63D-C174CF6FAE83},377758.1164,6682258.996,Vantaa
2372,Kimalaisenranta,Humlestranden,1, , ,,katu,Katu,,433, ,{12837AA2-6C76-4F88-96F7-1E419483BB2F},396545.1174,6690985.193,Vantaa
2373,Muikkupolku,Mujkstigen,1, ,ritva.myyrylainen@vantaa.fi,7/16/2019 0:00,muu,jalankulku,,433, ,{F2B0B8D2-E210-40D9-8D54-2A040E8A91A1},396005.2859,6691777.034,Vantaa
2374,Kellarikuja,Källargränden,1, ,ritva.myyrylainen@vantaa.fi,9/10/2019 0:00,katu,Katu,,433, ,{75769634-BD59-41D3-907E-4B636ACF429E},384551.3331,6684158.688,Vantaa
2375,Kuninkaanpolku,Kungsstigen,1, ,ritva.myyrylainen@vantaa.fi,10/1/2019 0:00,muu,jalankulku,,433, ,{9D9B6A80-696F-417C-BF55-039EB9D0973F},396334.3836,6685826.906,Vantaa
2376,Löydöstie,Fornfyndsvägen,1, ,ritva.myyrylainen@vantaa.fi,9/11/2019 0:00,katu,Katu,,433, ,{144DAC55-7BF1-4A14-AF93-0F8912DAF9EE},381446.7225,6682606.585,Vantaa
2377,Pikkukivikko,Lilla kummeln,1, , ,,rakennettu luonnonkohde,puisto,12/27/2011 0:00,433,eeva.seppanen,{6EF00B64-CED1-47C9-9E42-1A2CB4C586D7},389795.1641,6690007.216,Vantaa
2378,Lähdepuistonpolku,Källparksstigen,1, ,ritva.myyrylainen@vantaa.fi,2/11/2020 0:00,muu,jalankulku,,433, ,{F9A2A919-26A8-4ED3-AF1D-CF79899C7323},395066.7609,6682310.369,Vantaa
2379,Kolohonka,Hålatallen,1, ,tarja.itatalo@vantaa.fi,12/14/2020 0:00,muu,"Opastuksellinen alue (kaup.osa, osa-alue ym.)",,433, ,{FD3D2902-13F4-49F7-8D56-91B8742E9346},395457.0165,6686439.326,Vantaa
2380,Palmusalontie,Palmusalovägen,1, ,tarja.itatalo@vantaa.fi,12/21/2020 0:00,katu,Katu,,433, ,{5D4F1E39-91C9-4875-B632-426C3102AE2B},381451.0878,6694818.151,Vantaa
2381,Geodeetinmetsikkö,Geodetdungen,1, , ,,rakennettu luonnonkohde,Viheralue,2/8/2016 0:00,433,ritva.myyrylainen,{8E16CF4C-9317-417B-8A68-AC5C07657797},395283.0191,6686620.123,Vantaa
2382,Rintamamiehenpuisto,Frontmannaparken,1, ,eeva.seppanen,7/9/2014 0:00,rakennettu luonnonkohde,puisto,7/9/2014 0:00,433,eeva.seppanen,{F3C7817F-8A9B-4AD5-8DA3-588FA7E08AFD},392697.7218,6689260.119,Vantaa
2383,Putousrinne,Fallbrinken,1, ,ritva.myyrylainen@vantaa.fi,9/11/2019 0:00,katu,Katu,,433, ,{3AF4BE27-3020-4921-A831-8B1990402F25},380903.7214,6683036.978,Vantaa
2384,Ylisenkuja,Skullgränden,1, ,ritva.myyrylainen@vantaa.fi,10/16/2019 0:00,katu,Katu,,433, ,{25D15E72-2DC5-48AF-AE89-94EB081951BF},392667.2496,6686090.489,Vantaa
2385,Myllykoskenpolku,Sågforsstigen,1, ,ritva.myyrylainen@vantaa.fi,1/8/2020 0:00,muu,jalankulku,,433, ,{124FF2B5-F4C9-4EB1-BE30-E852F0DF16D1},394072.1759,6688625.336,Vantaa
2386,Trukkikuja,Truckgränden,1, ,ritva.myyrylainen@vantaa.fi,10/29/2024 0:00,katu,Katu,,433, ,{B4AD4E1E-490B-4583-B334-788F90F9B3F2},394786.5241,6687460.312,Vantaa
2387,Rumpukuja,Trumgränden,1, ,ritva.myyrylainen@vantaa.fi,5/15/2020 0:00,katu,Katu,,433, ,{451A497C-9E01-4514-B78E-58FD444BE64F},391138.2375,6689619.779,Vantaa
2388,Strandkullanoja,Strandkullabäcken,1, ,tarja.itatalo@vantaa.fi,12/10/2020 0:00,vesistökohde,Vesistöön liityvät nimet,,433, ,{9DA3C7FD-CD37-4941-B20B-FCE91137C6FE},382250.6622,6695583.929,Vantaa
2389,Vantaanpuisto,Vandaparken,1, ,tarja.itatalo@vantaa.fi,12/14/2020 0:00,muu,"Opastuksellinen alue (kaup.osa, osa-alue ym.)",,433, ,{AB304B93-24D9-4416-9C65-845EE44F5C48},381910.9438,6686828.223,Vantaa
2390,Kivikkopolku,Kummelstigen,1, ,ritva.myyrylainen@vantaa.fi,10/10/2019 0:00,katu,Katu,,433, ,{62E3BF89-CC0F-49C5-ADF3-85219138945E},390233.8204,6690123.392,Vantaa
2391,Meiramipuisto,Mejramparken,1, ,Konversio,12/1/2011 0:00,rakennettu luonnonkohde,puisto,,433, ,{FE19FE7D-8330-433C-B614-C325868B58C0},389314.4475,6686666.341,Vantaa
2392,Niskalankoski,Nackböleforsen,1, ,tarja.itatalo@vantaa.fi,12/10/2020 0:00,vesistökohde,Vesistöön liityvät nimet,,433, ,{F61945B8-4958-4212-AD84-75366B08A2FD},385615.292,6683844.224,Vantaa
2393,Fazerinkuja,Fazersgränden,1, ,ritva.myyrylainen@vantaa.fi,10/1/2019 0:00,katu,pihakatu,,433, ,{4EF00852-6556-4EB1-9F83-6E12602D184A},394912.97,6681702.794,Vantaa
2394,Nivamutka,Strömdragskröken,4, ,ritva.myyrylainen@vantaa.fi,6/3/2019 0:00,katu,Katu,,433, ,{FC7CC04D-A41B-4EE0-ABB5-8DCBAE815EE1},381214.32,6682822.422,Vantaa
2395,Harmaahylkeenkuja,Gråsälsgränden,1, ,ritva.myyrylainen@vantaa.fi,7/17/2019 0:00,katu,pihakatu,,433, ,{65F9C508-63D9-46ED-80BD-0CD00B5C20B7},395498.4435,6692836.339,Vantaa
2396,Uranuksenpolku,Uranusstigen,1, ,ritva.myyrylainen@vantaa.fi,9/7/2020 0:00,muu,jalankulku,,433, ,{8176C9B9-6202-4FDF-98BE-9936DAF9EB09},395403.7141,6691167.043,Vantaa
2397,Rauskumäki,Rockabacken,1, , ,,katu,Katu,,433, ,{E3F21E9D-824F-4223-B0AA-480D19BF7198},396203.2928,6691388.641,Vantaa
2398,Paatsamapolku,Brakvedsstigen,1, ,ritva.myyrylainen@vantaa.fi,4/20/2020 0:00,katu,Katu,,433, ,{D046BB0A-1B97-4E98-96FE-2A958EE8A2F1},392328.5743,6688797.637,Vantaa
2399,Hannula,Hannula,1, ,tarja.itatalo@vantaa.fi,12/10/2020 0:00,rakennuskohde,"Asutusnimi(talo, torppa,...)",,433, ,{1D1B77D9-8702-42C7-A8CD-A9A3C60C48BF},379051.3433,6692006.179,Vantaa
2400,Askistonsilta,Askisbron,1, , ,,muu,kevyen liik. sillat ja eritasot,,433, ,{2F64B18E-9BAC-41AE-845B-121B2A8ADE34},377278.8468,6683992.014,Vantaa
2401,Kanerva,Ljungmo,1, ,tarja.itatalo@vantaa.fi,12/14/2020 0:00,muu,"Opastuksellinen alue (kaup.osa, osa-alue ym.)",,433, ,{C3B241CC-C96E-457F-B9B6-BBB7033FCF23},393353.4304,6684784.793,Vantaa
2402,Mottipolku,Måttstigen,1, ,ritva.myyrylainen@vantaa.fi,7/17/2019 0:00,katu,Katu,,433, ,{6A38FA1A-20C0-4777-9F4A-560436E4E568},382959.7051,6689085.082,Vantaa
2403,Poutakuja,Solvädersgränden,1, ,ritva.myyrylainen@vantaa.fi,7/17/2019 0:00,katu,pihakatu,,433, ,{6713CEFC-F85E-4FED-8F90-8EC524FA240F},384782.9794,6693275.705,Vantaa
2404,Ajomiehentie,Körkarlens väg,1, ,ritva.myyrylainen@vantaa.fi,10/2/2019 0:00,katu,Katu,,433, ,{FCF9EA1F-5B87-4416-8C8F-163A3786578D},394112.2175,6690922.889,Vantaa
2405,Raappavuorenreuna,Skrapbergsliden,1, ,mikko.jarvi@vantaa.fi,4/5/2019 0:00,katu,Katu,,433, ,{6EBD8071-6A37-4EA5-9CFE-5CAE37489DD7},380478.2435,6683972.17,Vantaa
2406,Louhela,Klippsta,1, ,tarja.itatalo@vantaa.fi,12/14/2020 0:00,muu,"Opastuksellinen alue (kaup.osa, osa-alue ym.)",,433, ,{51668A94-3D49-42C8-9E94-90218FE24220},381382.8246,6683497.469,Vantaa
2407,Liikelentokuja,Affärsflyggränden,1, ,tarja.itatalo@vantaa.fi,12/22/2020 0:00,katu,Katu,,433, ,{C06D2EAF-9072-4A9D-8F74-1017F430A53A},388249.0184,6687180.08,Vantaa
2408,Martinkylänsarka,Mårtensbytegen,2, , ,,rakennettu luonnonkohde,Viheralue,,433, ,{95AC350B-88B0-4D75-AD33-266C67BAC7D4},380645.1916,6685230.237,Vantaa
2409,Nykullantie,Nykullavägen,1, ,tarja.itatalo@vantaa.fi,12/21/2020 0:00,katu,Katu,,433, ,{BA953353-DFA3-4767-B060-69FBF719567C},385180.6741,6691155.947,Vantaa
2410,Antennitie,Antennvägen,1, ,tarja.itatalo@vantaa.fi,1/29/2021 0:00,katu,Katu,,433, ,{3239AB47-AC03-49B3-A432-F88E0AEEC250},388983.5745,6689062.462,Vantaa
2411,Jyrinkuja,Jyrigränden,1, ,ritva.myyrylainen@vantaa.fi,1/8/2020 0:00,katu,Katu,,433, ,{F98B10E0-2BA0-478A-84E5-964BFFA108C3},395177.9869,6688419.653,Vantaa
2412,Hellerinne,Solgassbrinken,1, ,ritva.myyrylainen@vantaa.fi,7/17/2019 0:00,katu,pihakatu,,433, ,{1FE07824-5901-413E-AC8C-9F4D600183FD},384577.2228,6693360.462,Vantaa
2413,Ruusumäenkuja,Rosbackagränden,1, ,tarja.itatalo@vantaa.fi,12/28/2020 0:00,katu,Katu,,433, ,{1A5C0F6E-E596-4A16-A935-CBCBCB01B3A2},382448.3482,6688148.581,Vantaa
