Nimi_suom,Nimi_ruots,Kunta
Mankinkuja,Mankgränden,Espoo
Mankinniitty,Mankängen,Espoo
Mankintie,Mankbyvägen,Espoo
Mankkaanaukio,Mankansplatsen,Espoo
Mankkaanhaka,Mankanshagen,Espoo
Mankkaankallio,Mankansberget,Espoo
Mankkaanlaaksontie,Mankansdalsvägen,Espoo
Mankkaanmalmi,Mankansmalmen,Espoo
Mankkaanpuro,Mankansbäcken,Espoo
Mankkaanrinne,Mankansbranten,Espoo
Mankkaansuo,Mankansmossen,Espoo
Mankkaantie,Mankansvägen,Espoo
Manninkuja,Mannsgränden,Espoo
Manninpellontie,Mannåkersvägen,Espoo
Manninpelto,Mannåkern,Espoo
Mansikkatie,Smultronvägen,Espoo
Mariabergintie,Mariabergsvägen,Espoo
Mariannantie,Mariannevägen,Espoo
Mariantie,Mariavägen,Espoo
Marinkallio,Marisberget,Espoo
Marinportti,Marisporten,Espoo
Marinsatamantie,Marishamnsvägen,Espoo
Marjaranta,Marjarantavägen,Espoo
Marjastajanpolku,Bärplockarstigen,Espoo
Marjatie,Bärvägen,Espoo
Markkinakatu,Marknadsgatan,Espoo
Marsalantie,Marsalavägen,Espoo
Marsbyntie,Marsbyvägen,Espoo
Martinkallio,Mårtensberget,Espoo
Martinkuja,Mårtensgränden,Espoo
Martinmetsä,Mårtensskogen,Espoo
Martinniitty,Mårtensängen,Espoo
Martinsillantie,Mårtensbrovägen,Espoo
Martinsyrjä,Mårtensliden,Espoo
Martintie,Mårtensvägen,Espoo
Masalankuja,Masabygränden,Espoo
Masalantie,Masabyvägen,Espoo
Matalajärventie,Grundträskvägen,Espoo
Matasaarentie,Mataskärsvägen,Espoo
Matinkallio,Mattberget,Espoo
Matinkartanontie,Mattgårdsvägen,Espoo
Matinkatu,Mattsgatan,Espoo
Matinkuja,Mattsgränden,Espoo
Matinkulma,Mattsvinkeln,Espoo
Matinkyläntie,Mattbyvägen,Espoo
Matinlahdenkatu,Mattviksgatan,Espoo
Matinlahdenkuja,Mattviksgränden,Espoo
Matinlahdenranta,Mattviksstranden,Espoo
Matinniitty,Mattängen,Espoo
Matinniitynkuja,Mattängsgränden,Espoo
Matinpuronkuja,Mattbäcksgränden,Espoo
Matinraitti,Mattstråket,Espoo
Matinsolmu,Mattknuten,Espoo
Matinsyrjä,Mattliden,Espoo
Matintie,Mattsvägen,Espoo
Matkakuja,Färdgränden,Espoo
Matkalaisenkuja,Färdemansgränden,Espoo
Matroonankatu,Matronagatan,Espoo
Matroonanportti,Matronaporten,Espoo
Maulantie,Maulavägen,Espoo
Mauritzinkuja,Mauritzgränden,Espoo
Meerlammentie,Märlamsvägen,Espoo
Mehiläisenkuja,Bigränden,Espoo
Mehiläisenpolku,Bistigen,Espoo
Meiramikuja,Mejramgränden,Espoo
Mellilänkuja,Mellbygränden,Espoo
Mellstenintie,Mellstensvägen,Espoo
Menninkäisentie,Rådarvägen,Espoo
Merenkulkijankatu,Sjöfarargatan,Espoo
Merenkäynti,Sjögången,Espoo
Merenneidontie,Sjöjungfruvägen,Espoo
Merenpeili,Sjöspegeln,Espoo
Meri-Hanikka,Sjö-Hanikka,Espoo
Merikansantie,Sjöfolksvägen,Espoo
Merikarhunkuja,Sjöbjörnsgränden,Espoo
Meriniemenpolku,Havsuddsstigen,Espoo
Meripoiju,Havsbojen,Espoo
Merisaapas,Sjöstöveln,Espoo
Meritie,Sjövägen,Espoo
Merituulentie,Havsvindsvägen,Espoo
Meriusva,Sjöröken,Espoo
Meriusvanaukio,Sjöröksplatsen,Espoo
Merivalkama,Sjöstranden,Espoo
Meriviitantie,Prickvägen,Espoo
Merivirta,Havsströmmen,Espoo
Mertatie,Mjärdvägen,Espoo
Mesimäki,Nektarbacken,Espoo
Mesipolku,Nektarstigen,Espoo
Messinkitie,Mässingsvägen,Espoo
Mestarikokinkuja,Mästerkocksgränden,Espoo
Mestarinkatu,Mästargatan,Espoo
Mestersinkuja,Mästersgränden,Espoo
Mestersinrinne,Mästersbranten,Espoo
Mestersintörmä,Mästersbrinken,Espoo
Metallikuja,Metallgränden,Espoo
Metallimiehenkuja,Metallmansgränden,Espoo
Metallitie,Metallvägen,Espoo
Meteorinkatu,Meteorgatan,Espoo
Metsäkortteenkuja,Skogsfräkensgränden,Espoo
Metsäkuja,Skogsgränden,Espoo
Metsäkukantie,Skogsblomsvägen,Espoo
Metsälammenkuja,Skogsträskgränden,Espoo
Metsälammenpuisto,Skogsträskparken,Espoo
Metsälammentie,Skogsträskvägen,Espoo
Metsälinnunreitti,Skogsfågelsstråket,Espoo
Metsämaankuja,Metsämaagränden,Espoo
Metsämaantie,Metsämaavägen,Espoo
Metsänneidonkuja,Skogsjungfrugränden,Espoo
Metsänpojankuja,Skogsmansgränden,Espoo
Metsänvartijantie,Skogsvaktarvägen,Espoo
Metsäpirtintie,Metsäpirttivägen,Espoo
Metsäpolku,Skogsstigen,Espoo
Metsätie,Skogsvägen,Espoo
Metsätontunkuja,Skogstomtegränden,Espoo
Metsätorpankuja,Skogstorpsgränden,Espoo
Metsätorpantie,Skogstorpsvägen,Espoo
Mickelsinkuja,Mickelsgränden,Espoo
Miekka,Värjan,Espoo
Mielikinviita,Mielikkidungen,Espoo
Miessaaren Långholmen,Karlö Långholmen,Espoo
Miestentie,Karlfolksvägen,Espoo
Miilukallio,Milberget,Espoo
Miilukallionkuja,Milbergsgränden,Espoo
Miilukorventie,Milkärrsvägen,Espoo
Miilumäki,Milbacken,Espoo
Mikkelänahde,Mickelshöjden,Espoo
Mikkelänkallio,Mickelsberget,Espoo
Mikkeläntie,Mickelsvägen,Espoo
Mikkeläntörmä,Mickelsbrinken,Espoo
Mikontie,Mikkosvägen,Espoo
Mimerkinkuja,Mimerkkigränden,Espoo
Mindeninkuja,Mindensgränden,Espoo
Miniatonkuja,Miniatogränden,Espoo
Miniatontie,Miniatovägen,Espoo
Minttupelto,Myntängen,Espoo
Mirjankuja,Mirjasgränden,Espoo
Mitalitie,Medaljen,Espoo
Moisiontie,Moisövägen,Espoo
Monikonkatu,Monikkogatan,Espoo
Muistokuja,Minnesgränden,Espoo
Mulbynmäki,Mulbybacken,Espoo
Multahaankuja,Mullhagsgränden,Espoo
Munkholmarna,Munkholmarna,Espoo
Munkkiluodonkuja,Munkörsgränden,Espoo
Munkkirannankuja,Munkstrandsgränden,Espoo
Munkkirannanpolku,Munkstrandsstigen,Espoo
Munkkiranta,Munkstranden,Espoo
Muolaanpuisto,Molaparken,Espoo
Muolaantie,Molavägen,Espoo
Muottipojankuja,Formhållargränden,Espoo
Muskettitie,Muskötvägen,Espoo
Mustakallio,Svartberget,Espoo
Mustanhelmentie,Svarta pärlans väg,Espoo
Mustanlahdenkuja,Musslaxgränden,Espoo
Mustanlahdentie,Musslaxvägen,Espoo
Mustanotko,Mörkdalen,Espoo
Mustanpurontie,Svartbäcksvägen,Espoo
Mustansillantie,Mustasiltavägen,Espoo
Mustarinne,Mörkbranten,Espoo
Mustarousku,Svartriskan,Espoo
Mustikkatie,Blåbärsvägen,Espoo
Mutkamäki,Krökbacken,Espoo
Mutkatie,Kröken,Espoo
Muulonranta,Mulbystranden,Espoo
Muurahaisenkuja,Myrgränden,Espoo
Muurahaisentie,Myrvägen,Espoo
Muuralankumpu,Morbykullen,Espoo
Muuralanpiha,Morbygården,Espoo
Muuralanportti,Morbyporten,Espoo
Muuralantie,Morbyvägen,Espoo
Muurarinkuja,Murargränden,Espoo
Muuritie,Murvägen,Espoo
Muuttolinnunreitti,Flyttfågelsstråket,Espoo
Myllyjärventie,Kvarnträskvägen,Espoo
Myllykalliontie,Kvarnbergsvägen,Espoo
Myllypadontie,Kvarndammsvägen,Espoo
Myllypellontie,Kvarnåkersvägen,Espoo
Myllytie,Kvarnvägen,Espoo
Myllytontuntie,Kvarntomtevägen,Espoo
Myllärinmäentie,Mjölnarbackavägen,Espoo
Myllärintie,Mjölnarvägen,Espoo
Myntinmäki,Myntbacken,Espoo
Myntinsyrjä,Myntliden,Espoo
Mynttiläntie,Myntbölevägen,Espoo
Myrskymäentie,Stormbackavägen,Espoo
Myötätuulenkuja,Medvindsgränden,Espoo
Myötätuulenmäki,Medvindsbacken,Espoo
Mäenalus,Undibacken,Espoo
Mäenrinne,Backliden,Espoo
Mäensyrjä,Bergssidan,Espoo
Mäkikuja,Backgränden,Espoo
Mäkipolku,Backstigen,Espoo
Mäkiportti,Backporten,Espoo
Mäkipuronkuja,Mäkipurogränden,Espoo
Mäkirinne,Backbrinken,Espoo
Mäkituvankuja,Backstugugränden,Espoo
Mäkituvantie,Backstuguvägen,Espoo
Mäkkylän puistotie,Mäkkyläallén,Espoo
Mäkkylänkuja,Mäkkylägränden,Espoo
Mäkkylänmutka,Mäkkyläkröken,Espoo
Mäkkylänpolku,Mäkkylästigen,Espoo
Mäkkyläntie,Mäkkylävägen,Espoo
Mänkimiehentie,Mängkarlsvägen,Espoo
Mäntykallio,Tallberget,Espoo
Mäntykalliontie,Tallbergsvägen,Espoo
Mäntytie,Tallvägen,Espoo
Mäntyviita,Tallbysket,Espoo
Mäyränkuja,Grävlingsgränden,Espoo
Möilimäki,Möilibacka,Espoo
Naavakalliontie,Lavbergsvägen,Espoo
Nahkakuja,Skinngränden,Espoo
Nahkarinne,Skinnbranten,Espoo
Nahkasuutarintie,Skinnskomakarvägen,Espoo
Nallenpolku,Nallestigen,Espoo
Narsissipolku,Narcisstigen,Espoo
Naruportinkuja,Snörportsgränden,Espoo
Naruportti,Snörporten,Espoo
Narvankuja,Narvagränden,Espoo
Nassakkakuja,Kaggränden,Espoo
Nauhakuja,Bandgränden,Espoo
Nauriskaski,Rovsveden,Espoo
Naurismäki,Rovbacken,Espoo
Nedre Gloms,Nedre Gloms,Espoo
Nelikkokuja,Fjärdingsgränden,Espoo
Nelikkotie,Fjärdingsvägen,Espoo
Nelivaljakontie,Fyrspannsvägen,Espoo
Neljäs huvilatie,Fjärde villavägen,Espoo
Neljäs järvikuja,Fjärde träskgränden,Espoo
Neljäskuja,Fjärde gränden,Espoo
Neljästie,Fjärde vägen,Espoo
Nemlahdenranta,Nemlaxstranden,Espoo
Nemlahdentie,Nemlaxvägen,Espoo
Neulaspolku,Tallbarrsstigen,Espoo
Nihtikuja,Knektgränden,Espoo
Nihtimäenkuja,Knektbacksgränden,Espoo
Nihtimäentie,Knektbacksvägen,Espoo
Nihtimäki,Knektbacken,Espoo
Nihtirinne,Knektbranten,Espoo
Nihtirinteenkuja,Knektbrantsgränden,Espoo
Nihtisalontie,Knektskogsvägen,Espoo
Nihtisillankuja,Knektbrogränden,Espoo
Nihtisillanpiha,Knektbrogården,Espoo
Nihtisillantie,Knektbrovägen,Espoo
Nihtisilta,Knektbron,Espoo
Nihtitorpankuja,Knekttorpsgränden,Espoo
Niipperinkuja,Nipertgränden,Espoo
Niipperinniitty,Nipertängen,Espoo
Niipperinpelto,Nipertåkern,Espoo
Niipperinpolku,Nipertstigen,Espoo
Niipperinrinne,Nipertbranten,Espoo
Niipperinrinteentie,Nipertbrantsvägen,Espoo
Niipperintie,Nipertvägen,Espoo
Niittokuja,Slåttergränden,Espoo
Niittomiehentie,Slåtterkarlsvägen,Espoo
Niittopiha,Slåttergården,Espoo
Niittykallio,Ängsberget,Espoo
Niittykatu,Ängsgatan,Espoo
Niittykuja,Ängsgränden,Espoo
Niittykummuntie,Ängskullavägen,Espoo
Niittylaakso,Ängsdalen,Espoo
Niittymaanaukea,Ängsmalmslänet,Espoo
Niittymaantie,Ängsmalmsvägen,Espoo
Niittymäenkuja,Ängsbacksgränden,Espoo
Niittymäentie,Ängsbacksvägen,Espoo
Niittymäki,Ängesbacken,Espoo
Niittyportinpolku,Ängsportsstigen,Espoo
Niittyportti,Ängsporten,Espoo
Niittypuistonkuja,Ängsparksgränden,Espoo
Niittyrinne,Ängsbrinken,Espoo
Niittyrinteenkuja,Ängsbranten,Espoo
Niittysaarentie,Ängsholmsvägen,Espoo
Niittysaaret,Ängesholmarna,Espoo
Niittysillankulma,Ängsbrokröken,Espoo
Niittytaival,Ängsedet,Espoo
Niittytori,Ängstorget,Espoo
Niittytöyry,Ängsliden,Espoo
Niittyveräjä,Ängesgrinden,Espoo
Nikkarinkuja,Snickargränden,Espoo
Nikkelikuja,Nickelgränden,Espoo
Nikunahde,Nikubrinken,Espoo
Nikunkuja,Nikugränden,Espoo
Nikunmäentie,Nikubacksvägen,Espoo
Nikunmäki,Nikubacken,Espoo
Nikunpellonkuja,Nikuåkersgränden,Espoo
Nikunpellonpiha,Nikuåkersgården,Espoo
Nikunpellonpolku,Nikuåkersstigen,Espoo
Nikunpellontanner,Nikuåkersfältet,Espoo
Nikunpellontörmä,Nikuåkersbrinken,Espoo
Nikunpelto,Nikuåkern,Espoo
Nikunsarka,Nikutegen,Espoo
Nimismiehenmäki,Länsmansbacken,Espoo
Nimismiehenpelto,Länsmansåkern,Espoo
Nissinmäentie,Nissbacksvägen,Espoo
Nissinmäki,Nissbacken,Espoo
Nissinpuisto,Nissparken,Espoo
Nissintie,Nissvägen,Espoo
Nokitontunkuja,Sottomtegränden,Espoo
Nokkalankulma,Nokkalavinkeln,Espoo
Nokkalanniementie,Nokkalauddsvägen,Espoo
Nokkalanniemi,Nokkala udd,Espoo
Nokkalanpolku,Nokkalagången,Espoo
Nokkalanpuisto,Nokkalaparken,Espoo
Norokuja,Sänkgränden,Espoo
Norppakuja,Vikargränden,Espoo
Norppatie,Vikarvägen,Espoo
Norrkulla,Norrkulla,Espoo
Norrkullanmäki,Norrkullabacken,Espoo
Nostoväenkuja,Lantvärnsgränden,Espoo
Nostoväentie,Lantvärnsvägen,Espoo
Notkoniityntie,Snoängsvägen,Espoo
Notkotie,Däldvägen,Espoo
Nousumäki,Motlutet,Espoo
Nuijalantie,Klobbskogvägen,Espoo
Nuijamäki,Klobbacken,Espoo
Nuijavuori,Klobberget,Espoo
Numersinkatu,von Numers gata,Espoo
Nummikuja,Mogränden,Espoo
Nummitie,Movägen,Espoo
Nuolihaukantie,Lärkfalksvägen,Espoo
Nuolirinne,Pilbranten,Espoo
Nuolitie,Pilvägen,Espoo
Nuorisontie,Ungdomsvägen,Espoo
Nuotiopiha,Eldgården,Espoo
Nuotiotie,Eldvägen,Espoo
Nuottaharju,Notåsen,Espoo
Nuottakallio,Notberget,Espoo
Nuottakuja,Notgränden,Espoo
Nuottakuninkaantie,Notkungsvägen,Espoo
Nuottakunnankuja,Notlagsgränden,Espoo
Nuottakunnanpolku,Notlagsgången,Espoo
Nuottakunnantie,Notlagsvägen,Espoo
Nuottalahdentie,Notviksvägen,Espoo
Nuottalahti,Notviken,Espoo
Nuottamiehentie,Notkarlsvägen,Espoo
Nuottaniementie,Notuddsvägen,Espoo
Nuottarinne,Notbrinken,Espoo
Nuottatie,Notvägen,Espoo
Nuottiranta,Notstranden,Espoo
Nupurin Alppitie,Nupurböle Alpväg,Espoo
Nupurinjärventie,Nupurträskvägen,Espoo
Nupurinkallionkuja,Nupurbergsgränden,Espoo
Nupurinkalliontie,Nupurbergsvägen,Espoo
Nupurinkartanontie,Nupurgårdsvägen,Espoo
Nupurinranta,Nupurstranden,Espoo
Nupurinrinne,Nupurbranten,Espoo
Nupurintie,Nupurbölevägen,Espoo
Nurmikartano,Gräslindsgården,Espoo
Nurmikartanontie,Gräslindsvägen,Espoo
Nurmilinnuntie,Ängsfågelsvägen,Espoo
Nurminiityntie,Gräsmarksvägen,Espoo
Nurmitanhua,Gräslindstået,Espoo
Nuttukuja,Koltgränden,Espoo
Nuuksionkuja,Nouxgränden,Espoo
Nuuksionpää,Nouxändan,Espoo
Nuuksiontie,Nouxvägen,Espoo
Nuumäentie,Nobacksvägen,Espoo
Nuuniitynkuja,Noängsgränden,Espoo
Nygrannaksentie,Nygrannasvägen,Espoo
Nylanderintorppa,Nylanderstorpet,Espoo
Nyppyläkuja,Knylgränden,Espoo
Nyppylätanhua,Knyltået,Espoo
Nyppylätie,Knylvägen,Espoo
Nyyrikintie,Nyyrikkivägen,Espoo
Näkinkaari,Näckens båge,Espoo
Näkinkylänportti,Snäckporten,Espoo
Näkki,Näcken,Espoo
Näsiniementie,Näsiuddsvägen,Espoo
Nöykkiönkatu,Nöykisgatan,Espoo
Nöykkiönlaaksonkuja,Nöykisdalsgränden,Espoo
Nöykkiönlaaksontie,Nöykisdalsvägen,Espoo
Nöykkiönniitty,Nöykisängen,Espoo
Nöykkiönpuro,Nöykisbäcken,Espoo
Odikuja,Odigränden,Espoo
Odilammenkaarre,Odilampibågen,Espoo
Odilammentie,Odilampivägen,Espoo
Odimetsäntie,Odiskogsvägen,Espoo
Odirinne,Odibranten,Espoo
Ohrakaskenmäki,Kornsvedsbacken,Espoo
Ohrakaskensyrjä,Kornsvedsliden,Espoo
Ohrakaski,Kornsveden,Espoo
Ohrakuja,Korngränden,Espoo
Oittaantie,Oitansvägen,Espoo
Ojankulma,Dikeshörnet,Espoo
Oksakarhinmäki,Kvistharvsbacken,Espoo
Oksatie,Grenvägen,Espoo
Olarinkatu,Olarsgatan,Espoo
Olarinluoma,Olarsbäcken,Espoo
Olarinniityntie,Olarsängsvägen,Espoo
Olkikuja,Halmgränden,Espoo
Olkiniitty,Halmängen,Espoo
Olkipolku,Halmstigen,Espoo
Ollaksentie,Ollasvägen,Espoo
Omenakuja,Äppelgränden,Espoo
Onninkuja,Onnisgränden,Espoo
Opaalitie,Opalglasvägen,Espoo
Opettajantie,Lärarvägen,Espoo
Opinkuja,Studiegränden,Espoo
Opintie,Studievägen,Espoo
Oppilaantie,Elevvägen,Espoo
Orapihlajantie,Hagtornsvägen,Espoo
Orastie,Broddvägen,Espoo
Oravakuja,Ekorrgränden,Espoo
Oravamäentie,Ekorrbackavägen,Espoo
Oravannahkatori,Gråskinnstorget,Espoo
Oravapolku,Ekorrstigen,Espoo
Oravarinne,Ekorrbranten,Espoo
Oravatie,Ekorrvägen,Espoo
Orionintie,Orionvägen,Espoo
Orvokkipolku,Violstigen,Espoo
Oskarinkuja,Oskarsgränden,Espoo
Otakaari,Otsvängen,Espoo
Otakallio,Otberget,Espoo
Otakuja,Otgränden,Espoo
Otaniementie,Otnäsvägen,Espoo
Otaranta,Otstranden,Espoo
Otsolahdentie,Björnviksvägen,Espoo
Otsonkallio,Björnberget,Espoo
Ottelukuja,Matchgränden,Espoo
Ottopojankuja,Fostersonsgränden,Espoo
Ouritie,Örvägen,Espoo
Oxfotinkuja,Oxfotgränden,Espoo
Oxfotintie,Oxfotvägen,Espoo
Paalukuja,Pålgränden,Espoo
Paapuuri,Babordssidan,Espoo
Paasikorvenkuja,Hällkärrsgränden,Espoo
Paasikuja,Hällgränden,Espoo
Paasitie,Hällvägen,Espoo
Paciuksenmäki,Paciusbacken,Espoo
Paciuksentie,Paciusvägen,Espoo
Paikkalinnuntie,Stannfågelsvägen,Espoo
Paimenenkallio,Vallarberget,Espoo
Paimenenkuja,Vallargränden,Espoo
Paimenenportti,Vallarporten,Espoo
Painiityntie,Pajängsvägen,Espoo
Pajukuja,Videgränden,Espoo
Pajuniitty,Videängen,Espoo
Pajupolku,Videstigen,Espoo
Pajusirkuntie,Sävsparvsvägen,Espoo
Pajutie,Videvägen,Espoo
Pajuviita,Videsnåret,Espoo
Pakaasiranta,Bagagestranden,Espoo
Pakarituvantie,Bagarbodsvägen,Espoo
Pakastiaisenkuja,Talgoxgränden,Espoo
Pakastiaisentie,Talgoxvägen,Espoo
Palje,Bälgen,Espoo
Palkollisentie,Legohjonsvägen,Espoo
Palloilutie,Bollspelsvägen,Espoo
Palokaivonkuja,Brandbrunnsgränden,Espoo
Palokaivonpolku,Brandbrunnsstigen,Espoo
Palokunnanpuisto,Brandkårsparken,Espoo
Palokärjenkuja,Spillkråksgränden,Espoo
Palolammentie,Palolampivägen,Espoo
Palomiehentie,Brandmansvägen,Espoo
Palomäenportti,Brännbergsporten,Espoo
Palomäenrinne,Brännbergsbranten,Espoo
Palomäentie,Brännbergsvägen,Espoo
Palosaarentie,Brändholmsvägen,Espoo
Palotie,Brandvägen,Espoo
Palsamipolku,Balsamstigen,Espoo
Palstalaisentie,Parcellägarvägen,Espoo
Palttinapolku,Lärftstigen,Espoo
Pappilankuja,Prästgårdsgränden,Espoo
Pappilantie,Prästgårdsvägen,Espoo
Papupolku,Bönstigen,Espoo
Parkvillanpolku,Parkvillastigen,Espoo
Parolanrinne,Parolabranten,Espoo
Parolantie,Parolavägen,Espoo
Parrukuja,Sparregränden,Espoo
Parsitie,Logsparrevägen,Espoo
Passipolku,Passgången,Espoo
Patakuja,Grytgränden,Espoo
Patikkamäki,Gångbacken,Espoo
Patokuja,Dammgränden,Espoo
Patruunakatu,Patrongatan,Espoo
Paulakuja,Telngränden,Espoo
Paulinpolku,Paulsstigen,Espoo
Pehtorinkuja,Inspektorsgränden,Espoo
Pehtorintie,Inspektorsvägen,Espoo
Peijinkatu,Pejgatan,Espoo
Peijinkuja,Pejgränden,Espoo
Peilikuja,Spegelgränden,Espoo
Peilipolku,Spegelstigen,Espoo
Peilitie,Spegelvägen,Espoo
Peipontie,Bofinksvägen,Espoo
Pellaksenmäentie,Pellasbacksvägen,Espoo
Pellaksenpiha,Pellasgården,Espoo
Pellaksenrinne,Pellasbrinken,Espoo
Pellavakaskenkuja,Linsvedsgränden,Espoo
Pellavakaskenmäki,Linsvedsbacken,Espoo
Pellavakaskentie,Linsvedsvägen,Espoo
Pellavakaski,Linsveden,Espoo
Pellavakuja,Lingränden,Espoo
Peltokortteenkuja,Åkerfräkensgränden,Espoo
Peltokortteenpiha,Åkerfräkensgården,Espoo
Peltokuja,Åkergränden,Espoo
Peltokukka,Åkerblomman,Espoo
Peltokumpu,Åkerkullen,Espoo
Peltolanahde,Peltolabacken,Espoo
Peltomiehenkuja,Åkerbrukargränden,Espoo
Peltomiehentie,Åkerbrukarvägen,Espoo
Peltoportti,Åkerporten,Espoo
Peltoranta,Åkerstranden,Espoo
Peltorinne,Åkerbranten,Espoo
Peltorinteenkuja,Åkerbrantsgränden,Espoo
Peltotie,Åkervägen,Espoo
Penkkikuja,Bänkgränden,Espoo
Pensaskertuntie,Törnsångarvägen,Espoo
Pentala,Pentala,Espoo
Perilänkuja,Perilägränden,Espoo
Perilänniitty,Periläängen,Espoo
Peringintie,Sperringsvägen,Espoo
Perkkaankuja,Bergansgränden,Espoo
Perkkaanpuronkuja,Bergansbäcksgränden,Espoo
Perkkaantie,Bergansvägen,Espoo
Pertuskatie,Bardisanvägen,Espoo
Peruskallionkuja,Grundbergsgränden,Espoo
Peruskivenkuja,Grundstensgränden,Espoo
Perusmäen puistotie,Grundbacka parkväg,Espoo
Perusmäenkuja,Grundbackagränden,Espoo
Perusmäentie,Grundbackavägen,Espoo
Perustajantie,Grundarvägen,Espoo
Peräsin,Styret,Espoo
Pestuukuja,Städslingsgränden,Espoo
Pestuuportti,Städslingsporten,Espoo
Pestuutie,Städslingsvägen,Espoo
Pesätie,Bovägen,Espoo
Peukaloisenpolku,Gärdsmygsstigen,Espoo
Peuramäenkuja,Renbackagränden,Espoo
Peuramäentie,Renbackavägen,Espoo
Peuraniitty,Renängen,Espoo
Pieni Lehtisaari,Lilla Lövö,Espoo
Pieni teollisuuskatu,Lilla industrigatan,Espoo
Pieni Vasikkasaari,Lilla Kalvholmen,Espoo
Piennarmäki,Åkerrensbacken,Espoo
Piennarpolku,Åkerrensstigen,Espoo
Piennartie,Åkerrensvägen,Espoo
Pihakulma,Gårdshörnan,Espoo
Pihapirtintie,Gårdspörtesvägen,Espoo
Pihatörmä,Gårdsbrinken,Espoo
Pihkakuja,Kådgränden,Espoo
Pihkametsä,Kådskogen,Espoo
Pihkapolku,Kådstigen,Espoo
Pihlajakuja,Rönngränden,Espoo
Pihlajamarjantie,Rönnbärsvägen,Espoo
Pihlajaniityntie,Rönnängsvägen,Espoo
Pihlajapuuntie,Rönnträdsvägen,Espoo
Pihlajatertuntie,Rönnbärsklasen,Espoo
Pihlajatie,Rönnvägen,Espoo
Pihlajistontie,Rönndungevägen,Espoo
Piiankuja,Piggränden,Espoo
Piikivi,Flintan,Espoo
Piikuja,Pinnegränden,Espoo
Piilipuuntie,Knäckepilsvägen,Espoo
Piilopirtintie,Lönnpörtesvägen,Espoo
Piilopolku,Gömstigen,Espoo
Piispankallio,Biskopsberget,Espoo
Piispankallionpää,Biskopsbergsändan,Espoo
Piispankalliontie,Biskopsbergsvägen,Espoo
Piispankulma,Biskopshörnet,Espoo
Piispankylänkuja,Biskopsbygränden,Espoo
Piispankyläntie,Biskopsbyvägen,Espoo
Piispanmäenkuja,Biskopsbacksgränden,Espoo
Piispanmäentie,Biskopsbacksvägen,Espoo
Piispanpelto,Biskopsåkern,Espoo
Piispanpiha,Biskopsgården,Espoo
Piispanportti,Biskopsporten,Espoo
Piispanpuisto,Biskopsparken,Espoo
Piispanristi,Biskopskorset,Espoo
Piispansilta,Biskopsbron,Espoo
Piispantilankuja,Biskopshemmansgränden,Espoo
Piispantilantie,Biskopshemmansvägen,Espoo
Pikikuja,Beckbrännargången,Espoo
Pikimetsä,Beckbrännarskogen,Espoo
Pikimäki,Beckbrännarbacken,Espoo
Pikirinne,Beckbrännarbrinken,Espoo
Pikkalankallio,Pickalaberget,Espoo
Pikkalankuja,Pickalagränden,Espoo
Pikkalankulma,Pickalahörnet,Espoo
Pikkalantie,Pickalavägen,Espoo
Pikku-Vehka,Lilla Mössenholm,Espoo
Pikkukouluntie,Småskolevägen,Espoo
Pikkulinnunkuja,Småfågelsgränden,Espoo
Pikkulinnunreitti,Småfågelsstråket,Espoo
Pikkulinnuntie,Småfågelsvägen,Espoo
Pikkulotankuja,Flicklottagränden,Espoo
Pikkunevankuja,Lillmossgränden,Espoo
Pikkunevanmäki,Lillmossbacken,Espoo
Pikkunevantie,Lillmossvägen,Espoo
Pikkusaartenkuja,Småholmsgränden,Espoo
Pikkusirkuntie,Dvärgsparvsvägen,Espoo
Pilkkumitie,Spilkumvägen,Espoo
Pilvettärenpolku,Pilvetärstigen,Espoo
Pirkanportti,Birkaporten,Espoo
Pirkontie,Pirkkovägen,Espoo
Pirttiharju,Pörtåsen,Espoo
Pirttikorpi,Pörtskogen,Espoo
Pirttikuja,Pörtgränden,Espoo
Pirttipolku,Pörtstigen,Espoo
Pirttirinne,Pörtesbranten,Espoo
Pirttitie,Pörtvägen,Espoo
Pisanmäki,Bisabacken,Espoo
Pisanniitty,Bisaängen,Espoo
Pisantie,Bisavägen,Espoo
Pistokkaankuja,Sticklingsgränden,Espoo
Pitkäjärvenranta,Långträskstranden,Espoo
Pitkäjärventie,Långträskvägen,Espoo
Pitkäniitynlaita,Långängskanten,Espoo
Pitkäniityntie,Långängsvägen,Espoo
Pitkänkallionkuja,Långbergsgränden,Espoo
Pitkänkalliontanhua,Långbergstået,Espoo
Pitkänkalliontie,Långbergsvägen,Espoo
Pitkännotkonpiha,Långsnoplatsen,Espoo
Pitkännotkontie,Långsnovägen,Espoo
Pitkänotko,Långsnon,Espoo
Pitkäsaari,Långholm,Espoo
Pitäjänportti,Sockenporten,Espoo
Pitäjänristi,Sockenkorset,Espoo
Planeetankatu,Planetgatan,Espoo
Planeetankuja,Planetgränden,Espoo
Platinatie,Platinavägen,Espoo
Pliitintorpantie,Plithtorpsvägen,Espoo
Pohjanpolku,Nordstigen,Espoo
Pohjantie,Nordvägen,Espoo
Pohjoinen Lintuvaarantie,Norra Fågelbergavägen,Espoo
Pohjoinentie,Norra vägen,Espoo
Pohjoisentie,Norrmarksvägen,Espoo
Pohjoisviitta,Nordpricken,Espoo
Pohtimenpolku,Vannastigen,Espoo
Poikkimetsä,Tvärskogen,Espoo
Poikkipuu,Stegpinnen,Espoo
