index,Nimi,Namn,Kunta
8570,Vanha Kirkkotie,Gamla Kyrkovägen,Espoo
8571,Vanha Kortestie,Gamla Kortesvägen,Espoo
8572,Vanha kylätie,Gamla byvägen,Espoo
8573,Vanha Laaksotie,Gamla Dalvägen,Espoo
8574,Vanha Lagstadintie,Gamla Lagstadsvägen,Espoo
8575,Vanha Lahnuksentie,Gamla Lahnusvägen,Espoo
8576,Vanha Lakistontie,Gamla Lakistovägen,Espoo
8577,Vanha Lillhemtintie,Gamla Lillhemtvägen,Espoo
8578,Vanha Luukintie,Gamla Lukvägen,Espoo
8579,Vanha maantie,Gamla landsvägen,Espoo
8580,Vanha Muuralantie,Gamla Morbyvägen,Espoo
8581,Vanha Myntintie,Gamla Myntvägen,Espoo
8582,Vanha Nemlahdentie,Gamla Nemlaxvägen,Espoo
8583,Vanha Pisantie,Gamla Bisavägen,Espoo
8584,Vanha Rastaalantie,Gamla Trastmossavägen,Espoo
8585,Vanha ratavalli,Gamla banvallen,Espoo
8586,Vanha Ryttarsintie,Gamla Ryttarsvägen,Espoo
8587,Vanha Saunalahdentie,Gamla Bastviksvägen,Espoo
8588,Vanha Sveinsintie,Gamla Sveinsvägen,Espoo
8589,Vanha Takkulantie,Gamla Tackskogsvägen,Espoo
8590,Vanha tienhaara,Gamla vägskälet,Espoo
8591,Vanha Turuntie,Gamla Åbovägen,Espoo
8592,Vanha Vanttilantie,Gamla Fantsbyvägen,Espoo
8593,Vanhan-Hommaksen tie,Gammel-Hommasvägen,Espoo
8594,Vanhan-Mankkaan kuja,Gamla Mankans gränd,Espoo
8595,Vanhan-Mankkaan tie,Gamla Mankans väg,Espoo
8596,Vanhan-Mickelsin piha,Gamla Mickelsgården,Espoo
8597,Vanhankartanontie,Gammelgårdsvägen,Espoo
8598,Vanharaide,Gamla banan,Espoo
8599,Vanhatie,Gamlavägen,Espoo
8600,Vantinkulma,Fantshörnan,Espoo
8601,Vantinlaaksontie,Fantsdalsvägen,Espoo
8602,Vantinmäentie,Fantsbacksvägen,Espoo
8603,Vantinmäentori,Fantsbackstorget,Espoo
8604,Vantinportti,Fantsporten,Espoo
8605,Vantinpuisto,Fantsparken,Espoo
8606,Vanttilantie,Fantsbyvägen,Espoo
8607,Varaväenkuja,Vargeringsgränden,Espoo
8608,Varaväentie,Vargeringsvägen,Espoo
8609,Varpushaukankuja,Sparvhöksgränden,Espoo
8610,Varputie,Risvägen,Espoo
8611,Varsikengänkuja,Känggränden,Espoo
8612,Varsikengänpolku,Kängstigen,Espoo
8613,Varsikengäntie,Kängvägen,Espoo
8614,Vartijantupa,Vaktstugan,Espoo
8615,Vartiotie,Vaktpostvägen,Espoo
8616,Varusmiehentie,Beväringsvägen,Espoo
8617,Vasamatie,Skäktvägen,Espoo
8618,Vasaramäki,Hammarbacken,Espoo
8619,Vasikkakuja,Kalvgränden,Espoo
8620,Vassholmintie,Vassholmsvägen,Espoo
8621,Vehaksenkuja,Vehasgränden,Espoo
8622,Vehaksenpolku,Vehasstigen,Espoo
8623,Vehaksenportti,Vehasporten,Espoo
8624,Vehaksentie,Vehasvägen,Espoo
8625,Vehkakuja,Missnegränden,Espoo
8626,Vehkakulma,Missnehörnan,Espoo
8627,Vehkamäentie,Missnebacksvägen,Espoo
8628,Vehkamäki,Missnebacken,Espoo
8629,Vehkaniitty,Missneängen,Espoo
8630,Vehkaniitynkuja,Missneängsgränden,Espoo
8631,Vehkaniityntie,Missneängsvägen,Espoo
8632,Vehkapolku,Missnegången,Espoo
8633,Vehkarinne,Missnebranten,Espoo
8634,Vehkasaarenpolku,Mössenholmsstigen,Espoo
8635,Vehkasaarenranta,Mössenholmsstranden,Espoo
8636,Vehkasaarentie,Mössenholmsvägen,Espoo
8637,Vehkasyrjä,Missneliden,Espoo
8638,Vehnäkuja,Vetegränden,Espoo
8639,Veijarinkallio,Skojarberget,Espoo
8640,Veijarinkulma,Skojarhörnet,Espoo
8641,Veikkaustie,Tippningsvägen,Espoo
8642,Veininkatu,Sveinsgatan,Espoo
8643,Veininkuja,Sveinsgränden,Espoo
8644,Veininmäki,Sveinsbacken,Espoo
8645,Veininrinne,Sveinsbrinken,Espoo
8646,Veistokuja,Täljgränden,Espoo
8647,Veistotie,Täljvägen,Espoo
8648,Veljeskuja,Brödragränden,Espoo
8649,Velskolantie,Vällskogsvägen,Espoo
8650,Vemmelsäärentie,Långskanksvägen,Espoo
8651,Venepellonmäki,Båtåkersbacken,Espoo
8652,Venepuuntie,Spantvägen,Espoo
8653,Venlanpolku,Vendlas gång,Espoo
8654,Verkkokuja,Nätgränden,Espoo
8655,Verkkopolku,Nätstigen,Espoo
8656,Verkkosaarenkuja,Nätholmsgränden,Espoo
8657,Vermonkuja,Vermogränden,Espoo
8658,Vermonpolku,Vermostigen,Espoo
8659,Vermonrinne,Vermobranten,Espoo
8660,Vermontie,Vermovägen,Espoo
8661,Veräjäkallionkatu,Grindbergsgatan,Espoo
8662,Veräjänpieli,Grindposten,Espoo
8663,Veräjäpellonkatu,Grindåkersgatan,Espoo
8664,Veräjäpellonkuja,Grindåkersgränden,Espoo
8665,Vesikelkantie,Vattenkälkvägen,Espoo
8666,Vesikuja,Vattengränden,Espoo
8667,Vesilinnunrinne,Sjöfågelbrinken,Espoo
8668,Vesilinnuntie,Sjöfågelvägen,Espoo
8669,Vesiniityntie,Vattuängsvägen,Espoo
8670,Vesipirtintie,Vattupörtsvägen,Espoo
8671,Vesirattaanmäki,Vattenhjulsbacken,Espoo
8672,Vesirattaantie,Vattenhjulsvägen,Espoo
8673,Veteraaninkuja,Veterangränden,Espoo
8674,Veteraanintie,Veteranvägen,Espoo
8675,Vidarinkuja,Vidargränden,Espoo
8676,Videnäsintie,Videnäsvägen,Espoo
8677,Vieraskuja,Gästgränden,Espoo
8678,Viertopolku,Släntstigen,Espoo
8679,Vihdintie,Vichtisvägen,Espoo
8680,Viherkallionkuja,Grönbackagränden,Espoo
8681,Viherkalliontie,Grönbackavägen,Espoo
8682,Viherkuja,Gröngränden,Espoo
8683,Viherlaaksonranta,Gröndalsstranden,Espoo
8684,Viherlaaksontie,Gröndalsvägen,Espoo
8685,Vihermäentie,Grönkullavägen,Espoo
8686,Vihermäki,Grönkulla,Espoo
8687,Viherpeiponkuja,Grönfinksgränden,Espoo
8688,Vihtatie,Kvastvägen,Espoo
8689,Viides huvilatie,Femte villavägen,Espoo
8690,Viides järvikuja,Femte träskgränden,Espoo
8691,Viikkokuja,Veckogränden,Espoo
8692,Viilivati,Filfatet,Espoo
8693,Viinirinne,Kogerbranten,Espoo
8694,Viirikuja,Vimpelgränden,Espoo
8695,Viirimäki,Viribacken,Espoo
8696,Viiriniitty,Viriängen,Espoo
8697,Viiripelto,Viriåkern,Espoo
8698,Viirukallionpolku,Viirukalliostigen,Espoo
8699,Viirupöllönkatu,Slagugglegatan,Espoo
8700,Viiskorvenmäki,Viskärrsbacken,Espoo
8701,Viiskorventie,Viskärrsvägen,Espoo
8702,Viistokuja,Diagonalen,Espoo
8703,Viittakorpi,Visarkärr,Espoo
8704,Viktorinkuja,Viktorsgränden,Espoo
8705,Vilhelmintie,Vilhelmsvägen,Espoo
8706,Viljatullintie,Spannmålstullen,Espoo
8707,Vilkkupoiju,Blinkbojen,Espoo
8708,Villakankaankuja,Ylletygsgränden,Espoo
8709,Ville Vallgrenin tie,Ville Vallgrens väg,Espoo
8710,Vilniementie,Villnäsvägen,Espoo
8711,Vilpolanpolku,Verandastigen,Espoo
8712,Vilpunkatu,Filipsgatan,Espoo
8713,Vinoristintie,Krysset,Espoo
8714,Viputie,Gillerspövägen,Espoo
8715,Virastopiha,Ämbetsplatsen,Espoo
8716,Virkatilantie,Lönehemmansvägen,Espoo
8717,Virvattarenpolku,Virvatarstigen,Espoo
8718,Visakoivunkuja,Masurbjörksgränden,Espoo
8719,Visakoivuntie,Masurbjörksvägen,Espoo
8720,Visamäki,Masurbacken,Espoo
8721,Viserryspolku,Kvitterstigen,Espoo
8722,Viserrystie,Kvittervägen,Espoo
8723,Viskaalinkuja,Fiskalsgränden,Espoo
8724,Vitikka,Vitikka,Espoo
8725,Voitontie,Vinstvägen,Espoo
8726,Voudinkuja,Fogdegränden,Espoo
8727,Vuohikallio,Getberget,Espoo
8728,Vuohilammentie,Vuohilampivägen,Espoo
8729,Vuokselantie,Vuokselavägen,Espoo
8730,Vuorenjuuri,Bergsfoten,Espoo
8731,Vuorenkulma,Bergspassagen,Espoo
8732,Vuoriharjunkuja,Bergåsgränden,Espoo
8733,Vuoriharjunpuisto,Bergåsparken,Espoo
8734,Vuoriharjuntie,Bergåsvägen,Espoo
8735,Vuorikuja,Berggränden,Espoo
8736,Vuorikukantie,Bergblomsvägen,Espoo
8737,Vuorimiehenpolku,Bergsmansstigen,Espoo
8738,Vuorimiehentie,Bergsmansvägen,Espoo
8739,Vuoripirtintie,Bergpörtsvägen,Espoo
8740,Vuoritie,Bergvägen,Espoo
8741,Vuoritontunkuja,Bergstomtegränden,Espoo
8742,Vuoritontuntie,Bergstomtevägen,Espoo
8743,Vuosikuja,Årsgränden,Espoo
8744,Vuotakuja,Hudgränden,Espoo
8745,Vähälänkuja,Lillarsgränden,Espoo
8746,Vähän-Myntin tie,Lill-Myntsvägen,Espoo
8747,Vähäniitty,Lillängen,Espoo
8748,Vähänlahdentie,Lillviksvägen,Espoo
8749,Vähäntorpankuja,Lilltorpsgränden,Espoo
8750,Vähäntorpantie,Lilltorpsvägen,Espoo
8751,Väli-Henttaan tie,Mellanhemtvägen,Espoo
8752,Välikallio,Mellanberget,Espoo
8753,Välikallionkuja,Mellanbergsgränden,Espoo
8754,Välimetsä,Mellanskogen,Espoo
8755,Välimäki,Mellanbacken,Espoo
8756,Väliniitty,Mellanängen,Espoo
8757,Vänrikinkuja,Fänriksgränden,Espoo
8758,Vääräjärventie,Vääräjärvivägen,Espoo
8759,Westendin puistotie,Westendallén,Espoo
8760,Westendinkatu,Westendgatan,Espoo
8761,Westendinkuja,Westendgränden,Espoo
8762,Westendinpolku,Westendstigen,Espoo
8763,Westendintie,Westendvägen,Espoo
8764,Yhdyskunnankuja,Samhällsgränden,Espoo
8765,Yhteistuvantie,Sambyggesvägen,Espoo
8766,Ykköstie,Ettan,Espoo
8767,Yli-Lommilan kuja,Övre Gloms gränd,Espoo
8768,Yliskallionkuja,Oppibergsgränden,Espoo
8769,Yliskalliontie,Oppibergsvägen,Espoo
8770,Ylismäenkuja,Oppibackagränden,Espoo
8771,Ylismäentie,Oppibackavägen,Espoo
8772,Ylisrinne,Oppibranten,Espoo
8773,Ylistörmä,Oppibrinken,Espoo
8774,Yläjuoksu,Övre loppet,Espoo
8775,Yläkallionrinne,Överbergsbranten,Espoo
8776,Yläkalliontie,Överbergsvägen,Espoo
8777,Yläkartanonkuja,Övergårdsgränden,Espoo
8778,Yläkartanontie,Övergårdsvägen,Espoo
8779,Yläkaupinkuja,Krämargränden,Espoo
8780,Ylämaankaari,Upplandsbågen,Espoo
8781,Ylämaansola,Upplandspasset,Espoo
8782,Ylämyllyntie,Övre kvarnvägen,Espoo
8783,Ylämäentie,Överbacksvägen,Espoo
8784,Yläniitynkuja,Överängsgränden,Espoo
8785,Yläniityntie,Överängsvägen,Espoo
8786,Ylänkörinne,Höglandsbranten,Espoo
8787,Ylänkötie,Höglandsvägen,Espoo
8788,Ylänteenkatu,Ylännegatan,Espoo
8789,Yläportti,Överporten,Espoo
8790,Ylärinne,Högbranten,Espoo
8791,Ylätie,Övervägen,Espoo
8792,Ymmerstanmäki,Ymmerstabacken,Espoo
8793,Ymmerstanportti,Ymmerstaporten,Espoo
8794,Ymmerstanrinne,Ymmerstabranten,Espoo
8795,Yrttikuja,Örtgränden,Espoo
8796,Yökuja,Nattgränden,Espoo
8797,Yölinnuntie,Nattfågelsvägen,Espoo
8798,Zanseninkuja,von Zansens gränd,Espoo
8799,Åminnenmäki,Åminnebacken,Espoo
8800,Åminnenpuisto,Åminneparken,Espoo
8801,Åminnenranta,Åminnestranden,Espoo
8802,Åminnentie,Åminnevägen,Espoo
8803,Åvallantie,Åvallavägen,Espoo
8804,Äijäntie,Gubbvägen,Espoo
8805,Ämmänkallio,Ämmänkallio,Espoo
8806,Ämmänkalliontie,Ämmänkalliovägen,Espoo
8807,Ämmäsluola,Käringgrottan,Espoo
8808,Ämmäsmäentie,Käringbacksvägen,Espoo
8809,Ämmässola,Käringpasset,Espoo
8810,Ämmässuonkuja,Käringmossgränden,Espoo
8811,Ämmässuontie,Käringmossvägen,Espoo
8812,Ämmäsvuorentie,Käringkullevägen,Espoo
8813,Äraportti,Äraporten,Espoo
8814,Äyräpääntie,Äyräpäävägen,Espoo
8815,Örkkikuja,Örkigränden,Espoo
8816,Örkkilaakso,Örkidalen,Espoo
8817,Örkkiniityntie,Örkiängsvägen,Espoo
8818,Örkkirinne,Örkibrinken,Espoo
8819,Kilpolanreuna,Kilpolakanten,Helsinki
8820,Eläintarha,Djurgården,Helsinki
8821,Huvilavahdinkuja,Villavaktsgränden,Helsinki
8822,Konepajanaukio,Maskinverkstadsplatsen,Helsinki
8823,Konepajanportti,Maskinverkstadsporten,Helsinki
8824,Laajalahti,Bredviken,Helsinki
8825,Kukkaniitynpolku,Blomängsstigen,Helsinki
8826,A.I. Virtasen aukio,A.I. Virtanens plats,Helsinki
8827,Aadolfinrinne,Adolfsbrinken,Helsinki
8828,Aake Pesosen puisto,Aake Pesonens park,Helsinki
8829,Aakenraitti,Aakestråket,Helsinki
8830,Aamitie,Åmvägen,Helsinki
8831,Aarne Laitakarin puisto,Aarne Laitakaris park,Helsinki
8832,Aarnikanmäki,Aarnikkabacken,Helsinki
8833,Aarrepuisto,Klenodparken,Helsinki
8834,Aarteenetsijänpolku,Skattsökarstigen,Helsinki
8835,Aarteenetsijänsilta,Skattsökarbron,Helsinki
8836,Abrahaminluoto,Abrahamsholmen,Helsinki
8837,Adjutantinpuisto,Adjutantparken,Helsinki
8838,Adolf Virginin polku,Adolf Virgins stig,Helsinki
8839,Agricolanaukio,Agricolaplatsen,Helsinki
8840,Agricolanpuistikko,Agricolaparken,Helsinki
8841,Agroksenkuja,Agrosgränden,Helsinki
8842,Agroksenmäki,Agrosbacken,Helsinki
8843,Ahvenkivi,Abborrstenen,Helsinki
8844,Ahvensaari,Abborrholmen,Helsinki
8845,Aimo Tukiaisen puisto,Aimo Tukiainens park,Helsinki
8846,Aino Acktén kenttä,Aino Acktés plan,Helsinki
8847,Aino Acktén puisto,Aino Acktés park,Helsinki
8848,Airoparinpolku,Årparsstigen,Helsinki
8849,Akseli Toivosen kenttä,Akseli Toivonens plan,Helsinki
8850,Ala-Malmin liikuntapuisto,Nedre Malms idrottspark,Helsinki
8851,Ala-Malmin puisto,Nedre Malms park,Helsinki
8852,Ala-Malmin puistotie,Nedre Malms allé,Helsinki
8853,Ala-Malmin tori,Nedre Malms torg,Helsinki
8854,Ala-Tikkurilantie,Nedre Dickursbyvägen,Helsinki
8855,Alakivenpuisto,Understensparken,Helsinki
8856,Alli Tryggin puisto,Alli Tryggs park,Helsinki
8857,Allotrianpuisto,Allotriaparken,Helsinki
8858,Alppikylänhuippu,Alpbytoppen,Helsinki
8859,Alppikylänpuisto,Alpbyparken,Helsinki
8860,Alppipuisto,Alpparken,Helsinki
8861,Amiraalinkuja,Amiralsgränden,Helsinki
8862,Anianpellonpuisto,Anianpeltoparken,Helsinki
8863,Anianpellonsilta,Anianpeltobron,Helsinki
8864,Annala,Anneberg,Helsinki
8865,Annalankenttä,Annebergsplanen,Helsinki
8866,Annalantie,Annebergsvägen,Helsinki
8867,Annalantunneli,Annebergstunneln,Helsinki
8868,Annansaari,Annasholmen,Helsinki
8869,Annikanpuisto,Annikaparken,Helsinki
8870,Antinniitty,Antängen,Helsinki
8871,Antinniitynpolku,Antängsstigen,Helsinki
8872,Arvo Ylpön puisto,Arvo Ylppös park,Helsinki
8873,Asema-aukio,Stationsplatsen,Helsinki
8874,Asemamestarinkatu,Stationsmästaregatan,Helsinki
8875,Asematunneli,Stationstunneln,Helsinki
8876,Asentajanpuisto,Montörsparken,Helsinki
8877,Aisakeinunpolku,Stånggungsstigen,Helsinki
8878,Aisapuisto,Skalmparken,Helsinki
8879,Aittalehto,Bodlunden,Helsinki
8880,Aittasaari,Bodholmen,Helsinki
8881,Apollonpuistikko,Apolloskvären,Helsinki
8882,Arabian rantapuisto,Arabia strandpark,Helsinki
8883,Arabianaukio,Arabiaplatsen,Helsinki
8884,Arabianmäki,Arabiabacken,Helsinki
8885,Arabianrannan liikuntapuisto,Arabiastrandens idrottspark,Helsinki
8886,Argelanderintie,Argelandersvägen,Helsinki
8887,Arentipuisto,Arrendeparken,Helsinki
8888,Arndt Pekurisen puisto,Arndt Pekurinens park,Helsinki
8889,Arthur Rindellin raitti,Arthur Rindells stråk,Helsinki
8890,Aurinkolahden uimaranta,Solviks badstrand,Helsinki
8891,Aurinkolahdenaukio,Solviksplatsen,Helsinki
8892,Aurinkomäenpolku,Solbackastigen,Helsinki
8893,Aurinkomäenpuisto,Solbackaparken,Helsinki
8894,Aurinkotuulensilta,Solvindsbron,Helsinki
8895,Bengalinpuisto,Bengalenparken,Helsinki
8896,Betlehemintie,Betlehemsvägen,Helsinki
8897,Birger Jaarlin puisto,Birger Jarls park,Helsinki
8898,Böstaksenpuisto,Böstasparken,Helsinki
8899,Aurinkopolku,Solstigen,Helsinki
8900,Axel Lindbergin polku,Axel Lindbergs stig,Helsinki
8901,Axel Ståhlen puisto,Axel Ståhles park,Helsinki
8902,Björnsöviken,Björnsöviken,Helsinki
8903,Bockinpuisto,Bocksparken,Helsinki
8904,Bokberginpuisto,Bokbergsparken,Helsinki
8905,Bokvillaninpuisto,Bokvillans park,Helsinki
8906,Brahenkenttä,Braheplanen,Helsinki
8907,Brahenpuistikko,Braheskvären,Helsinki
8908,Castréninpuistikko,Castrénslunden,Helsinki
8909,Crusellinsilta,Crusellbron,Helsinki
8910,Haltialanlehto,Tomtbackalunden,Helsinki
8911,Haltialanmetsä,Tomtbackaskogen,Helsinki
8912,Haltialansilta,Tomtbackabron,Helsinki
8913,Haltialantie,Tomtbackavägen,Helsinki
8914,Haltiavuorentaival,Högbergsstråket,Helsinki
8915,Haltiavuori,Högberget,Helsinki
8916,Haminasalmenlahti,Hamnsundsviken,Helsinki
8917,Haminasalmenpaasi,Hamnsundshällen,Helsinki
8918,Haminasalmi,Hamnsundet,Helsinki
8919,Hanasaarenlaituri,Hanaholmskajen,Helsinki
8920,Hanasaarenkatu,Hanaholmsgatan,Helsinki
8921,Hansakuja,Hansagränden,Helsinki
8922,Hallainvuori,Hallonberget,Helsinki
8923,Hallkullanniemi,Hallkullaudden,Helsinki
8924,Hankkijanmäki,Hankkijabacken,Helsinki
8925,Harakari,Haragrundet,Helsinki
8926,Harakka,Stora Räntan,Helsinki
8927,Harakkamyllynaukio,Holkkvarnsplatsen,Helsinki
8928,Harmaja,Gråhara,Helsinki
8929,Harmajanourit,Gråhara ören,Helsinki
8930,Hartolanpuisto,Hartolaparken,Helsinki
8931,Hattelmalanpolku,Hattelmalastigen,Helsinki
8932,Hattulan lehto,Hattulalunden,Helsinki
8933,Hauteralahti,Höterviken,Helsinki
8934,Hedvigin rantapolku,Hedvigs strandstig,Helsinki
8935,Harmaakari,Gråskär,Helsinki
8936,Hattusaari,Hattholmen,Helsinki
8937,Hauhon puisto,Hauhoparken,Helsinki
8938,Heinäpellonpuisto,Hejnåkersparken,Helsinki
8939,Hellesilta,Solgassbron,Helsinki
8940,Hellmaninkupu,Hellmanskobben,Helsinki
8941,Helsingin päärautatieasema,Helsingfors centralstation,Helsinki
8942,Helsinginniemenpuisto,Helsingenäsparken,Helsinki
8943,Helypuisto,Glitterparken,Helsinki
8944,Hemmemankuja,Hemmemagränden,Helsinki
8945,Helleaukio,Solgassplatsen,Helsinki
8946,Henrik Borgströmin puisto,Henrik Borgströms park,Helsinki
8947,Henrik Sohlbergin puisto,Henrik Sohlbergs park,Helsinki
8948,Hepokallio,Hästberget,Helsinki
8949,Hepolahti,Hästviken,Helsinki
8950,Heposaarenniemi,Hästholmsudden,Helsinki
8951,Hermannin rantapuisto,Hermanstads strandpark,Helsinki
8952,Hermanninpuisto,Hermanstadsparken,Helsinki
8953,Hermanninranta,Hermanstadsstranden,Helsinki
8954,Dagsverksberget,Dagsverksberget,Helsinki
8955,Dallapénpuisto,Dallapéparken,Helsinki
8956,Degerön kartano,Degerö gård,Helsinki
8957,Diakoniapuisto,Diakoniparken,Helsinki
8958,Disankatu,Disagatan,Helsinki
8959,Eckerönpuisto,Eckeröparken,Helsinki
8960,Edelfeltinpuistikko,Edelfeltsplatsen,Helsinki
8961,Eduskuntapuisto,Riksdagsparken,Helsinki
8962,Eerikki Ljungin polku,Erik Ljungs stig,Helsinki
8963,Brahenpuisto,Braheparken,Helsinki
8964,Brakvedskärr,Brakvedskärr,Helsinki
8965,Broändanpuro,Broändabäcken,Helsinki
8966,Bruksviken,Bruksviken,Helsinki
8967,Brynhildankuja,Brynhildagränden,Helsinki
8968,Eevanmäki,Evabacken,Helsinki
8969,Eiranpuisto,Eiraparken,Helsinki
8970,Eljaksenpolku,Eliasstigen,Helsinki
8971,Eljaksenpuisto,Eliasparken,Helsinki
8972,Elonniitty,Eloängen,Helsinki
8973,Elonpalstat,Elolotterna,Helsinki
8974,Ester Larssonin polku,Ester Larssons stig,Helsinki
8975,Esterinpuisto,Estersparken,Helsinki
8976,Etanapolku,Snigelstigen,Helsinki
8977,Etelä-Kaarelan polku,Södra Kårbölestigen,Helsinki
8978,Elsankallio,Elsas berg,Helsinki
8979,Eläinlääkärinpuisto,Veterinärsparken,Helsinki
8980,Eläintarhan skeittipuisto,Djurgårdens skejtpark,Helsinki
8981,Eläintarhan urheilukenttä,Djurgårdens sportplan,Helsinki
8982,Eläintarhanlahti,Djurgårdsviken,Helsinki
8983,Eläinten hautausmaa,Begravningsplats för djur,Helsinki
8984,Emännänpuisto,Husmorsparken,Helsinki
8985,Emäntä,Länsmanskan,Helsinki
8986,Englantilaisaukio,Englandsskvären,Helsinki
8987,Ensipuistikko,Ensiskvären,Helsinki
8988,Elimäen puistikko,Elimäskvären,Helsinki
8989,Erottaja,Skillnaden,Helsinki
8990,Eränkävijäntori,Jägartorget,Helsinki
8991,Esikoisenpolku,Förstlingsstigen,Helsinki
8992,Esikoisenpuisto,Förstlingsparken,Helsinki
8993,Eteläinen Pukkisaari,Södra Bockholmen,Helsinki
8994,Eteläinen Uunisaari,Södra Ugnsholmen,Helsinki
8995,Eteläniemi,Söderudden,Helsinki
8996,Eteläniitynpolku,Söderängsstigen,Helsinki
8997,Eugen Schaumanin puisto,Eugen Schaumans park,Helsinki
8998,Evijärvenpolku,Evijärvistigen,Helsinki
8999,Fahlanderin puistokuja,Fahlanders allé,Helsinki
9000,Fallinpolku,Fallsstigen,Helsinki
9001,Fallintie,Fallsvägen,Helsinki
9002,Fallintori,Fallstorget,Helsinki
9003,Fallkullan tila,Fallkulla gård,Helsinki
9004,Fallkullanpelto,Fallkullaåkern,Helsinki
9005,Fastholma,Fastholmen,Helsinki
9006,Filpuksenpuisto,Filpusparken,Helsinki
9007,Finnörsbottnet,Finnörsbottnet,Helsinki
9008,Fredrik Stjernvallin puisto,Fredrik Stjernvalls park,Helsinki
9009,Fredrikintori,Fredrikstorget,Helsinki
9010,Fregattipolku,Fregattstigen,Helsinki
9011,Eteläsatama,Södra hamnen,Helsinki
9012,Etupellonpuisto,Framåkersparken,Helsinki
9013,Fallpakanpuisto,Fallbackaparken,Helsinki
9014,Fanninmäki,Fannybacken,Helsinki
9015,Fokkapolku,Fockstigen,Helsinki
9016,Fokkatori,Focktorget,Helsinki
9017,Fotängeninmäki,Fotängsbacken,Helsinki
9018,Frans Emil Sillanpään puisto,Frans Emil Sillanpääs park,Helsinki
9019,Franzénin puistikko,Franzénsparken,Helsinki
9020,Franzéninaukio,Franzénsplatsen,Helsinki
9021,Furuborginkatu,Furuborgsgatan,Helsinki
9022,Furuborginpolku,Furuborgsstigen,Helsinki
9023,Furuvik,Furuvik,Helsinki
9024,Furuvikin uimaranta,Furuviks badstrand,Helsinki
9025,Furuvikinpolku,Furuviksstigen,Helsinki
9026,Genaträsk,Genaträsk,Helsinki
9027,Gert Skytten puisto,Gert Skyttes park,Helsinki
9028,Golfaajanraitti,Golfarstråket,Helsinki
9029,Haaganpuisto,Hagaparken,Helsinki
9030,Haagan sankaripuisto,Haga hjältepark,Helsinki
9031,Haagan tori,Haga torg,Helsinki
9032,Haahkakivi,Ådstenen,Helsinki
9033,Haapaperhosenpuisto,Aspfjärilsparken,Helsinki
9034,Gumböle träsk,Gumböle träsk,Helsinki
9035,Gunillankulma,Gunillahörnet,Helsinki
9036,Gunillanraitti,Gunillastråket,Helsinki
9037,H. F. Antellin aukio,H. F. Antells plats,Helsinki
9038,Haakoninlahdenkatu,Håkansviksgatan,Helsinki
9039,Haakoninlahdenlaituri,Håkansvikskajen,Helsinki
9040,Haakoninlahdenpuisto,Håkansviksparken,Helsinki
9041,Haakoninlahti,Håkansviken,Helsinki
9042,Haapalahdenpuisto,Aspviksparken,Helsinki
9043,Haapasaarenpolku,Aspholmsstigen,Helsinki
9044,Haapasaari,Aspholmen,Helsinki
9045,Haapasaari,Aspholmen,Helsinki
9046,Hakalanniementie,Hakalauddsvägen,Helsinki
9047,Hakalanniemi,Hakalaudden,Helsinki
9048,Hakaniemen metroasema,Hagnäs metrostation,Helsinki
9049,Hakaniemensilta,Hagnäsbron,Helsinki
9050,Haapatori,Asptorget,Helsinki
9051,Haarakallio,Avtagsberget,Helsinki
9052,Haarikkapolku,Stopstigen,Helsinki
9053,Hakaniemenpuisto,Hagnäsparken,Helsinki
9054,Hakaniementori,Hagnäs torg,Helsinki
9055,Hakasalmen puisto,Hagasunds park,Helsinki
9056,Hakuninmaanpuisto,Håkansåkersparken,Helsinki
9057,Itupolku,Groddstigen,Helsinki
9058,Itä-Villinki,Östra Villinge,Helsinki
9059,Itäinen Iiluoto,Östra Iglo,Helsinki
9060,Itäinen Käärmeluoto,Östra Ormkobben,Helsinki
9061,Itäinen Pihlajasaari,Österrönnskär,Helsinki
9062,Itäinen Pukkisaari,Östra Bockholmen,Helsinki
9063,Itäinen Villaluoto,Östra Ullholmen,Helsinki
9064,Itämerentori,Östersjötorget,Helsinki
9065,Itäniemi,Österudden,Helsinki
9066,Itäniitty,Österängen,Helsinki
9067,Itäniitynlaakson luonnonsuojelualue,Itäniitynlaakson luonnonsuojelualue,Helsinki
9068,Itäniitynniemi,Österängsudden,Helsinki
9069,Itätuulenpolku,Östanvindsstigen,Helsinki
9070,Itäkeskuksen metroasema,Östra centrums metrostation,Helsinki
9071,Itälahti,Österviken,Helsinki
9072,Itälahti,Österviken,Helsinki
9073,Itälinnakkeentie,Östra fortets väg,Helsinki
9074,Ivan Falinin puisto,Ivan Falins park,Helsinki
9075,Jaakobintori,Jakobstorget,Helsinki
9076,Jaalarannanpuisto,Skutstrandsparken,Helsinki
9077,Jahtivoudinkuja,Jaktfogdegränden,Helsinki
9078,Jakomäen liikuntapuisto,Jakobacka idrottspark,Helsinki
9079,Jakomäenkallio,Jakobackaberget,Helsinki
9080,Jakomäenporras,Jakobackatrappan,Helsinki
9081,Jalkamyllynpolku,Fotkvarnsstigen,Helsinki
9082,Jalkapolku,Fotstigen,Helsinki
9083,Jalmarinpolku,Hjalmarstigen,Helsinki
9084,Jan-Magnus Janssonin aukio,Jan-Magnus Janssons plats,Helsinki
